INSERT INTO d_entry (entry_id, part_id, container_qty, pieces_qty, price, time, cust_id, invoice_no)
('314', '2', '8', '29', '861100.0', '2022-03-01 23:41:37', '92', 'INV00314'),
('315', '2', '28', '22', '2385800.0', '2022-03-06 23:54:34', '77', 'INV00315'),
('316', '10', '32', '19', '520610.0', '2022-03-08 17:17:45', '98', 'INV00316'),
('317', '10', '7', '11', '119290.0', '2022-03-08 23:45:25', '99', 'INV00317'),
('318', '2', '47', '16', '3839400.0', '2022-03-11 20:46:41', '43', 'INV00318'),
('319', '5', '13', '29', '220150.0', '2022-03-13 11:31:46', '39', 'INV00319'),
('320', '8', '38', '40', '908900.0', '2022-03-14 00:40:51', '82', 'INV00320'),
('321', '1', '38', '28', '1858200.0', '2022-03-16 02:24:59', '74', 'INV00321'),
('322', '1', '22', '20', '1083000.0', '2022-03-16 21:59:53', '49', 'INV00322'),
('323', '8', '39', '8', '883570.0', '2022-03-16 23:24:09', '76', 'INV00323'),
('324', '6', '6', '5', '122500.0', '2022-03-20 15:30:41', '65', 'INV00324'),
('325', '10', '17', '6', '273340.0', '2022-03-22 10:31:00', '15', 'INV00325'),
('326', '9', '22', '48', '395000.0', '2022-03-23 23:27:28', '62', 'INV00326'),
('327', '10', '5', '31', '103490.0', '2022-03-24 05:25:44', '67', 'INV00327'),
('328', '2', '31', '9', '2520100.0', '2022-03-25 16:51:57', '72', 'INV00328'),
('329', '9', '32', '35', '487500.0', '2022-03-31 04:00:00', '4', 'INV00329'),
('330', '3', '9', '29', '705000.0', '2022-04-01 11:56:46', '72', 'INV00330'),
('331', '9', '14', '33', '257500.0', '2022-04-01 13:16:50', '6', 'INV00331'),
('332', '6', '22', '47', '549500.0', '2022-04-03 02:03:03', '51', 'INV00332'),
('333', '1', '10', '12', '497800.0', '2022-04-03 19:21:09', '36', 'INV00333'),
('334', '3', '37', '8', '1230000.0', '2022-04-03 20:16:39', '7', 'INV00334'),
('335', '3', '24', '31', '1185000.0', '2022-04-04 22:47:54', '37', 'INV00335'),
('336', '1', '9', '34', '492100.0', '2022-04-06 01:24:50', '60', 'INV00336'),
('337', '8', '2', '45', '111750.0', '2022-04-06 03:36:21', '78', 'INV00337'),
('338', '6', '39', '32', '794500.0', '2022-04-06 18:49:57', '88', 'INV00338'),
('339', '3', '4', '10', '270000.0', '2022-04-08 07:15:06', '34', 'INV00339'),
('340', '5', '24', '48', '399840.0', '2022-04-14 01:48:19', '43', 'INV00340'),
('341', '1', '41', '4', '1955100.0', '2022-04-14 20:51:07', '24', 'INV00341'),
('342', '1', '3', '29', '197600.0', '2022-04-15 11:45:40', '71', 'INV00342'),
('343', '4', '49', '4', '373500.0', '2022-04-20 05:36:49', '66', 'INV00343'),
('344', '7', '6', '8', '217600.0', '2022-04-20 22:22:23', '31', 'INV00344'),
('345', '2', '50', '42', '4281800.0', '2022-04-22 05:43:20', '47', 'INV00345'),
('346', '9', '4', '15', '87500.0', '2022-04-25 21:45:07', '5', 'INV00346'),
('347', '2', '10', '50', '1185000.0', '2022-04-26 16:44:23', '89', 'INV00347'),
('348', '8', '41', '32', '964030.0', '2022-04-27 12:35:44', '5', 'INV00348'),
('349', '5', '45', '40', '690200.0', '2022-04-27 17:49:56', '73', 'INV00349'),
('350', '3', '9', '17', '525000.0', '2022-04-28 17:33:37', '14', 'INV00350'),
('351', '10', '25', '43', '428970.0', '2022-04-29 19:35:07', '9', 'INV00351'),
('352', '3', '7', '50', '960000.0', '2022-05-03 22:18:20', '34', 'INV00352'),
('353', '3', '29', '29', '1305000.0', '2022-05-07 10:33:24', '88', 'INV00353'),
('354', '8', '37', '32', '874630.0', '2022-05-08 04:57:29', '45', 'INV00354'),
('355', '3', '25', '42', '1380000.0', '2022-05-11 11:18:19', '23', 'INV00355'),
('356', '8', '46', '37', '1083230.0', '2022-05-13 02:02:23', '63', 'INV00356'),
('357', '10', '24', '30', '402900.0', '2022-05-13 13:54:55', '20', 'INV00357'),
('358', '10', '32', '33', '531670.0', '2022-05-13 18:10:11', '38', 'INV00358'),
('359', '4', '12', '10', '105000.0', '2022-05-16 20:17:58', '93', 'INV00359'),
('360', '10', '6', '2', '96380.0', '2022-05-20 05:29:52', '82', 'INV00360'),
('361', '6', '46', '17', '864500.0', '2022-05-21 21:45:59', '58', 'INV00361'),
('362', '4', '26', '13', '214500.0', '2022-05-25 01:17:02', '47', 'INV00362'),
('363', '3', '44', '30', '1770000.0', '2022-05-25 07:03:42', '35', 'INV00363'),
('364', '1', '42', '9', '2012100.0', '2022-05-25 17:08:08', '75', 'INV00364'),
('365', '6', '3', '25', '140000.0', '2022-05-26 13:32:35', '82', 'INV00365'),
('366', '5', '13', '39', '232050.0', '2022-05-27 16:37:46', '27', 'INV00366'),
('367', '5', '29', '50', '473620.0', '2022-05-28 00:09:04', '31', 'INV00367'),
('368', '4', '27', '8', '214500.0', '2022-05-28 16:35:26', '3', 'INV00368'),
('369', '9', '13', '37', '255000.0', '2022-05-30 01:47:58', '53', 'INV00369'),
('370', '10', '28', '7', '447930.0', '2022-05-30 21:30:16', '89', 'INV00370'),
('371', '5', '39', '42', '606900.0', '2022-06-04 17:49:38', '24', 'INV00371'),
('372', '8', '15', '2', '338230.0', '2022-06-05 16:33:14', '31', 'INV00372'),
('373', '6', '36', '16', '686000.0', '2022-06-07 08:09:38', '45', 'INV00373'),
('374', '8', '3', '26', '105790.0', '2022-06-10 03:06:09', '93', 'INV00374'),
('375', '1', '3', '5', '152000.0', '2022-06-11 07:01:45', '21', 'INV00375'),
('376', '9', '2', '10', '50000.0', '2022-06-15 04:10:09', '13', 'INV00376'),
('377', '3', '26', '2', '810000.0', '2022-06-16 12:37:48', '6', 'INV00377'),
('378', '1', '33', '19', '1603600.0', '2022-06-17 03:25:38', '63', 'INV00378'),
('379', '5', '5', '0', '71400.0', '2022-06-17 03:57:22', '95', 'INV00379'),
('380', '3', '26', '33', '1275000.0', '2022-06-17 07:53:43', '84', 'INV00380'),
('381', '2', '30', '46', '2733400.0', '2022-06-17 08:58:21', '10', 'INV00381'),
('382', '9', '22', '22', '330000.0', '2022-06-18 09:40:08', '100', 'INV00382'),
('383', '4', '5', '46', '106500.0', '2022-06-18 13:46:35', '18', 'INV00383'),
('384', '4', '19', '38', '199500.0', '2022-06-19 22:04:00', '8', 'INV00384'),
('385', '9', '2', '2', '30000.0', '2022-06-20 11:31:23', '2', 'INV00385'),
('386', '10', '45', '16', '723640.0', '2022-06-24 21:53:45', '74', 'INV00386'),
('387', '7', '44', '39', '1532800.0', '2022-06-27 21:38:32', '52', 'INV00387'),
('388', '4', '4', '47', '100500.0', '2022-06-28 01:17:59', '3', 'INV00388'),
('389', '3', '36', '15', '1305000.0', '2022-06-28 09:58:53', '85', 'INV00389'),
('390', '9', '36', '12', '480000.0', '2022-07-06 19:39:13', '100', 'INV00390'),
('391', '9', '35', '41', '540000.0', '2022-07-07 10:27:10', '69', 'INV00391'),
('392', '5', '22', '28', '347480.0', '2022-07-07 20:54:57', '29', 'INV00392'),
('393', '6', '5', '27', '182000.0', '2022-07-10 05:48:15', '58', 'INV00393'),
('394', '9', '33', '24', '472500.0', '2022-07-11 20:04:31', '53', 'INV00394'),
('395', '2', '26', '33', '2314700.0', '2022-07-13 04:18:46', '47', 'INV00395'),
('396', '8', '8', '23', '213070.0', '2022-07-15 19:25:26', '63', 'INV00396'),
('397', '8', '8', '40', '238400.0', '2022-07-18 11:00:40', '29', 'INV00397'),
('398', '2', '37', '26', '3128400.0', '2022-07-18 23:53:08', '42', 'INV00398'),
('399', '1', '2', '1', '96900.0', '2022-07-23 00:47:21', '92', 'INV00399'),
('400', '7', '23', '20', '800000.0', '2022-07-23 11:48:21', '42', 'INV00400'),
('401', '6', '10', '25', '262500.0', '2022-07-23 21:37:03', '98', 'INV00401'),
('402', '2', '9', '18', '853200.0', '2022-07-25 13:08:46', '29', 'INV00402'),
('403', '3', '32', '48', '1680000.0', '2022-07-26 14:03:19', '56', 'INV00403'),
('404', '7', '34', '27', '1174400.0', '2022-07-30 07:42:22', '71', 'INV00404'),
('405', '7', '5', '1', '163200.0', '2022-07-30 18:35:36', '92', 'INV00405'),
('406', '10', '23', '0', '363400.0', '2022-07-30 22:41:40', '2', 'INV00406'),
('407', '6', '30', '14', '574000.0', '2022-08-03 00:55:48', '50', 'INV00407'),
('408', '9', '16', '6', '215000.0', '2022-08-03 01:16:43', '43', 'INV00408'),
('409', '5', '3', '47', '98770.0', '2022-08-04 03:24:20', '29', 'INV00409'),
('410', '9', '30', '49', '497500.0', '2022-08-04 13:24:12', '62', 'INV00410'),
('411', '6', '5', '9', '119000.0', '2022-08-04 15:57:30', '14', 'INV00411'),
('412', '6', '11', '50', '367500.0', '2022-08-04 20:16:39', '31', 'INV00412'),
('413', '10', '10', '38', '188020.0', '2022-08-04 23:25:02', '23', 'INV00413'),
('414', '4', '29', '43', '282000.0', '2022-08-07 01:31:29', '61', 'INV00414'),
('415', '1', '10', '32', '535800.0', '2022-08-08 05:59:55', '66', 'INV00415'),
('416', '9', '43', '24', '597500.0', '2022-08-10 13:11:44', '78', 'INV00416'),
('417', '5', '17', '49', '301070.0', '2022-08-10 14:42:12', '64', 'INV00417'),
('418', '4', '3', '18', '49500.0', '2022-08-10 16:09:57', '95', 'INV00418'),
('419', '4', '23', '19', '201000.0', '2022-08-13 06:52:23', '71', 'INV00419'),
('420', '1', '3', '50', '237500.0', '2022-08-14 17:06:36', '84', 'INV00420'),
('421', '10', '29', '14', '469260.0', '2022-08-16 20:16:32', '59', 'INV00421'),
('422', '9', '6', '27', '142500.0', '2022-08-17 07:25:55', '64', 'INV00422'),
('423', '3', '4', '5', '195000.0', '2022-08-18 22:42:04', '74', 'INV00423'),
('424', '4', '6', '21', '76500.0', '2022-08-19 05:36:49', '2', 'INV00424'),
('425', '10', '12', '41', '221990.0', '2022-08-20 09:50:22', '32', 'INV00425'),
('426', '4', '41', '24', '343500.0', '2022-08-22 21:19:08', '27', 'INV00426'),
('427', '8', '28', '29', '669010.0', '2022-08-25 02:38:16', '40', 'INV00427'),
('428', '1', '48', '33', '2342700.0', '2022-08-26 14:04:08', '81', 'INV00428'),
('429', '1', '13', '22', '659300.0', '2022-08-28 01:07:10', '34', 'INV00429'),
('430', '3', '48', '30', '1890000.0', '2022-08-28 02:55:20', '15', 'INV00430'),
('431', '1', '9', '19', '463600.0', '2022-08-30 08:18:14', '52', 'INV00431'),
('432', '3', '45', '45', '2025000.0', '2022-08-30 08:37:07', '22', 'INV00432'),
('433', '5', '20', '4', '290360.0', '2022-08-31 20:47:54', '64', 'INV00433'),
('434', '10', '20', '6', '320740.0', '2022-09-01 09:05:01', '61', 'INV00434'),
('435', '8', '22', '39', '549810.0', '2022-09-02 21:33:52', '58', 'INV00435'),
('436', '5', '15', '17', '234430.0', '2022-09-02 23:56:56', '21', 'INV00436'),
('437', '10', '41', '21', '664390.0', '2022-09-04 04:52:56', '6', 'INV00437'),
('438', '8', '35', '30', '826950.0', '2022-09-04 09:03:04', '61', 'INV00438'),
('439', '2', '2', '34', '426600.0', '2022-09-04 18:49:33', '24', 'INV00439'),
('440', '6', '11', '26', '283500.0', '2022-09-05 12:30:38', '3', 'INV00440'),
('441', '8', '4', '2', '92380.0', '2022-09-05 17:34:16', '18', 'INV00441'),
('442', '1', '19', '32', '963300.0', '2022-09-06 02:24:28', '2', 'INV00442'),
('443', '9', '24', '8', '320000.0', '2022-09-06 21:27:41', '44', 'INV00443'),
('444', '7', '8', '20', '320000.0', '2022-09-09 11:53:17', '80', 'INV00444'),
('445', '4', '35', '6', '271500.0', '2022-09-10 04:53:00', '66', 'INV00445'),
('446', '4', '48', '37', '415500.0', '2022-09-11 09:58:42', '77', 'INV00446'),
('447', '3', '6', '31', '645000.0', '2022-09-12 10:02:49', '62', 'INV00447'),
('448', '10', '43', '23', '697570.0', '2022-09-12 16:11:50', '76', 'INV00448'),
('449', '2', '38', '45', '3357500.0', '2022-09-12 19:37:23', '23', 'INV00449'),
('450', '7', '24', '8', '793600.0', '2022-09-16 05:08:22', '85', 'INV00450'),
('451', '8', '22', '27', '531930.0', '2022-09-17 11:03:49', '78', 'INV00451'),
('452', '2', '15', '23', '1366700.0', '2022-09-20 19:36:01', '66', 'INV00452'),
('453', '4', '27', '8', '214500.0', '2022-09-23 14:16:48', '28', 'INV00453'),
('454', '7', '20', '28', '729600.0', '2022-09-25 07:13:21', '59', 'INV00454'),
('455', '2', '8', '17', '766300.0', '2022-09-26 15:50:26', '43', 'INV00455'),
('456', '9', '30', '20', '425000.0', '2022-09-28 16:29:01', '100', 'INV00456'),
('457', '3', '41', '35', '1755000.0', '2022-09-29 10:37:39', '74', 'INV00457'),
('458', '4', '27', '41', '264000.0', '2022-10-02 18:42:39', '49', 'INV00458'),
('459', '8', '18', '22', '435080.0', '2022-10-03 04:47:52', '32', 'INV00459'),
('460', '9', '39', '2', '492500.0', '2022-10-04 06:07:40', '46', 'INV00460'),
('461', '5', '27', '38', '430780.0', '2022-10-04 10:03:41', '55', 'INV00461'),
('462', '5', '5', '26', '102340.0', '2022-10-04 10:26:56', '44', 'INV00462'),
('463', '2', '47', '5', '3752500.0', '2022-10-06 12:09:49', '14', 'INV00463'),
('464', '4', '50', '19', '403500.0', '2022-10-09 06:54:18', '89', 'INV00464'),
('465', '3', '17', '45', '1185000.0', '2022-10-09 17:23:14', '9', 'INV00465'),
('466', '9', '9', '45', '225000.0', '2022-10-09 21:01:14', '8', 'INV00466'),
('467', '8', '20', '23', '481270.0', '2022-10-11 14:49:47', '82', 'INV00467'),
('468', '9', '9', '14', '147500.0', '2022-10-11 16:26:37', '58', 'INV00468'),
('469', '5', '7', '46', '154700.0', '2022-10-11 17:06:13', '48', 'INV00469'),
('470', '9', '31', '30', '462500.0', '2022-10-11 22:36:13', '63', 'INV00470'),
('471', '2', '30', '45', '2725500.0', '2022-10-13 11:36:02', '37', 'INV00471'),
('472', '4', '2', '50', '90000.0', '2022-10-13 19:47:07', '57', 'INV00472'),
('473', '4', '10', '22', '108000.0', '2022-10-14 06:33:10', '79', 'INV00473'),
('474', '7', '22', '5', '720000.0', '2022-10-14 14:07:20', '93', 'INV00474'),
('475', '6', '15', '11', '301000.0', '2022-10-15 03:36:29', '89', 'INV00475'),
('476', '8', '11', '41', '306940.0', '2022-10-15 06:34:02', '96', 'INV00476'),
('477', '10', '48', '13', '768670.0', '2022-10-16 07:56:31', '73', 'INV00477'),
('478', '10', '48', '25', '778150.0', '2022-10-19 11:26:33', '98', 'INV00478'),
('479', '9', '18', '0', '225000.0', '2022-10-20 11:23:32', '73', 'INV00479'),
('480', '8', '40', '32', '941680.0', '2022-10-21 15:38:12', '14', 'INV00480'),
('481', '5', '47', '1', '672350.0', '2022-10-22 05:24:43', '26', 'INV00481'),
('482', '4', '25', '28', '229500.0', '2022-10-27 01:10:56', '37', 'INV00482'),
('483', '1', '4', '8', '205200.0', '2022-10-27 08:08:32', '72', 'INV00483'),
('484', '1', '48', '23', '2323700.0', '2022-10-29 21:35:59', '1', 'INV00484'),
('485', '6', '37', '6', '668500.0', '2022-10-30 00:59:24', '70', 'INV00485'),
('486', '5', '36', '34', '554540.0', '2022-10-31 19:55:54', '70', 'INV00486'),
('487', '2', '38', '8', '3065200.0', '2022-10-31 22:47:27', '12', 'INV00487'),
('488', '9', '39', '38', '582500.0', '2022-11-05 22:50:47', '40', 'INV00488'),
('489', '10', '11', '49', '212510.0', '2022-11-06 17:10:30', '85', 'INV00489'),
('490', '5', '10', '33', '182070.0', '2022-11-08 09:01:39', '80', 'INV00490'),
('491', '4', '24', '37', '235500.0', '2022-11-08 13:12:47', '93', 'INV00491'),
('492', '1', '20', '30', '1007000.0', '2022-11-09 05:41:59', '87', 'INV00492'),
('493', '1', '21', '49', '1090600.0', '2022-11-11 01:48:43', '30', 'INV00493'),
('494', '2', '23', '6', '1864400.0', '2022-11-11 01:51:04', '80', 'INV00494'),
('495', '1', '36', '47', '1799300.0', '2022-11-11 12:00:34', '64', 'INV00495'),
('496', '5', '38', '38', '587860.0', '2022-11-11 15:41:29', '23', 'INV00496'),
('497', '3', '15', '45', '1125000.0', '2022-11-12 02:20:59', '54', 'INV00497'),
('498', '1', '11', '3', '528200.0', '2022-11-13 04:46:49', '99', 'INV00498'),
('499', '5', '7', '28', '133280.0', '2022-11-13 10:55:56', '14', 'INV00499'),
('500', '3', '28', '15', '1065000.0', '2022-11-14 13:02:02', '55', 'INV00500'),
('501', '3', '10', '15', '525000.0', '2022-11-16 00:55:52', '62', 'INV00501'),
('502', '7', '40', '17', '1334400.0', '2022-11-16 13:15:03', '94', 'INV00502'),
('503', '10', '26', '34', '437660.0', '2022-11-16 16:25:40', '11', 'INV00503'),
('504', '8', '50', '18', '1144320.0', '2022-11-16 20:52:04', '85', 'INV00504'),
('505', '7', '13', '36', '531200.0', '2022-11-18 03:02:37', '16', 'INV00505'),
('506', '2', '2', '22', '331800.0', '2022-11-18 08:28:54', '83', 'INV00506'),
('507', '5', '39', '11', '570010.0', '2022-11-18 14:24:09', '75', 'INV00507'),
('508', '5', '10', '20', '166600.0', '2022-11-19 08:45:40', '62', 'INV00508'),
('509', '5', '5', '13', '86870.0', '2022-11-19 20:20:15', '52', 'INV00509'),
('510', '3', '20', '12', '780000.0', '2022-11-20 20:05:47', '94', 'INV00510'),
('511', '1', '15', '36', '780900.0', '2022-11-23 08:07:33', '22', 'INV00511'),
('512', '3', '8', '46', '930000.0', '2022-11-23 19:48:42', '75', 'INV00512'),
('513', '7', '50', '37', '1718400.0', '2022-11-24 00:05:25', '22', 'INV00513'),
('514', '2', '18', '33', '1682700.0', '2022-11-25 03:24:39', '10', 'INV00514'),
('515', '8', '11', '44', '311410.0', '2022-11-26 06:15:50', '91', 'INV00515'),
('516', '6', '19', '24', '416500.0', '2022-11-26 14:57:54', '62', 'INV00516'),
('517', '2', '41', '44', '3586600.0', '2022-11-26 17:42:26', '88', 'INV00517'),
('518', '6', '6', '22', '182000.0', '2022-11-27 05:47:35', '89', 'INV00518'),
('519', '8', '4', '14', '110260.0', '2022-11-27 18:55:29', '94', 'INV00519'),
('520', '5', '46', '10', '668780.0', '2022-11-28 03:44:14', '83', 'INV00520'),
('521', '5', '50', '6', '721140.0', '2022-11-29 19:38:43', '51', 'INV00521'),
('522', '10', '14', '8', '227520.0', '2022-11-29 21:58:52', '86', 'INV00522'),
('523', '9', '47', '32', '667500.0', '2022-11-29 23:50:52', '30', 'INV00523'),
('524', '8', '4', '20', '119200.0', '2022-11-30 21:42:06', '26', 'INV00524'),
('525', '2', '20', '42', '1911800.0', '2022-12-03 02:13:35', '37', 'INV00525'),
('526', '1', '46', '47', '2274300.0', '2022-12-07 04:12:01', '44', 'INV00526'),
('527', '1', '8', '7', '393300.0', '2022-12-08 03:07:29', '17', 'INV00527'),
('528', '1', '6', '36', '353400.0', '2022-12-08 11:37:33', '87', 'INV00528'),
('529', '7', '19', '18', '665600.0', '2022-12-08 18:49:27', '80', 'INV00529'),
('530', '1', '28', '41', '1407900.0', '2022-12-08 18:54:29', '58', 'INV00530'),
('531', '3', '19', '4', '630000.0', '2022-12-08 22:55:26', '10', 'INV00531'),
('532', '2', '38', '38', '3302200.0', '2022-12-09 17:00:10', '63', 'INV00532'),
('533', '2', '34', '48', '3065200.0', '2022-12-10 03:59:07', '78', 'INV00533'),
('534', '10', '11', '22', '191180.0', '2022-12-11 07:53:44', '35', 'INV00534'),
('535', '7', '50', '14', '1644800.0', '2022-12-11 11:36:04', '56', 'INV00535'),
('536', '5', '23', '33', '367710.0', '2022-12-13 09:39:47', '49', 'INV00536'),
('537', '6', '14', '15', '297500.0', '2022-12-13 15:41:20', '10', 'INV00537'),
('538', '1', '5', '49', '330600.0', '2022-12-16 16:10:18', '42', 'INV00538'),
('539', '7', '19', '39', '732800.0', '2022-12-20 18:05:32', '46', 'INV00539'),
('540', '6', '30', '30', '630000.0', '2022-12-21 06:10:24', '23', 'INV00540'),
('541', '7', '38', '50', '1376000.0', '2022-12-24 18:54:01', '55', 'INV00541'),
('542', '8', '12', '38', '324820.0', '2022-12-24 19:48:10', '49', 'INV00542'),
('543', '8', '40', '11', '910390.0', '2022-12-26 03:39:35', '64', 'INV00543'),
('544', '7', '14', '0', '448000.0', '2022-12-27 11:13:41', '26', 'INV00544'),
('545', '9', '2', '16', '65000.0', '2022-12-28 02:52:40', '67', 'INV00545'),
('546', '3', '28', '29', '1275000.0', '2022-12-29 11:20:29', '42', 'INV00546'),
('547', '5', '50', '28', '747320.0', '2022-12-29 12:27:34', '65', 'INV00547'),
('548', '9', '6', '16', '115000.0', '2022-12-29 22:19:27', '89', 'INV00548'),
('549', '2', '16', '4', '1295600.0', '2022-12-30 00:22:49', '62', 'INV00549'),
('550', '1', '21', '17', '1029800.0', '2022-12-30 02:55:46', '2', 'INV00550'),
('551', '4', '18', '22', '168000.0', '2022-12-31 09:55:51', '99', 'INV00551'),
('552', '8', '47', '11', '1066840.0', '2023-01-02 16:12:56', '86', 'INV00552'),
('553', '1', '19', '48', '993700.0', '2023-01-05 01:53:20', '68', 'INV00553'),
('554', '4', '12', '41', '151500.0', '2023-01-10 01:55:52', '74', 'INV00554'),
('555', '1', '46', '1', '2186900.0', '2023-01-10 09:47:29', '30', 'INV00555'),
('556', '7', '49', '43', '1705600.0', '2023-01-11 17:39:12', '46', 'INV00556'),
('557', '2', '49', '44', '4218600.0', '2023-01-13 10:29:59', '52', 'INV00557'),
('558', '6', '23', '41', '546000.0', '2023-01-13 12:30:40', '5', 'INV00558'),
('559', '10', '14', '29', '244110.0', '2023-01-14 05:06:19', '28', 'INV00559'),
('560', '2', '46', '35', '3910500.0', '2023-01-14 09:32:10', '35', 'INV00560'),
('561', '5', '16', '8', '238000.0', '2023-01-14 19:11:15', '91', 'INV00561'),
('562', '2', '37', '22', '3096800.0', '2023-01-18 07:52:08', '20', 'INV00562'),
('563', '7', '8', '45', '400000.0', '2023-01-18 07:54:38', '3', 'INV00563'),
('564', '7', '34', '3', '1097600.0', '2023-01-18 11:42:13', '81', 'INV00564'),
('565', '5', '47', '47', '727090.0', '2023-01-18 20:33:10', '35', 'INV00565'),
('566', '3', '10', '43', '945000.0', '2023-01-20 05:25:47', '95', 'INV00566'),
('567', '8', '44', '15', '1005750.0', '2023-01-20 13:13:15', '77', 'INV00567'),
('568', '2', '13', '8', '1090200.0', '2023-01-20 15:17:25', '37', 'INV00568'),
('569', '4', '39', '11', '309000.0', '2023-01-26 04:51:58', '49', 'INV00569'),
('570', '1', '20', '5', '959500.0', '2023-01-26 07:26:17', '81', 'INV00570'),
('571', '5', '2', '47', '84490.0', '2023-01-26 11:34:53', '15', 'INV00571'),
('572', '2', '33', '36', '2891400.0', '2023-01-26 22:46:59', '66', 'INV00572'),
('573', '1', '12', '28', '623200.0', '2023-01-28 06:55:27', '67', 'INV00573'),
('574', '9', '28', '41', '452500.0', '2023-01-30 16:54:02', '56', 'INV00574'),
('575', '1', '12', '12', '592800.0', '2023-01-31 16:34:03', '39', 'INV00575'),
('576', '7', '4', '23', '201600.0', '2023-02-03 15:22:40', '92', 'INV00576'),
('577', '7', '30', '29', '1052800.0', '2023-02-03 20:13:08', '5', 'INV00577'),
('578', '1', '50', '3', '2380700.0', '2023-02-05 03:45:36', '24', 'INV00578'),
('579', '1', '4', '23', '233700.0', '2023-02-05 22:27:21', '64', 'INV00579'),
('580', '10', '37', '4', '587760.0', '2023-02-06 18:08:19', '3', 'INV00580'),
('581', '7', '6', '42', '326400.0', '2023-02-08 10:20:50', '24', 'INV00581'),
('582', '4', '47', '21', '384000.0', '2023-02-08 17:07:53', '30', 'INV00582'),
('583', '6', '5', '43', '238000.0', '2023-02-08 22:11:33', '79', 'INV00583'),
('584', '2', '22', '29', '1967100.0', '2023-02-09 15:33:50', '5', 'INV00584'),
('585', '5', '40', '29', '605710.0', '2023-02-10 13:42:25', '37', 'INV00585'),
('586', '9', '20', '37', '342500.0', '2023-02-10 19:16:52', '61', 'INV00586'),
('587', '7', '22', '5', '720000.0', '2023-02-11 12:04:20', '50', 'INV00587'),
('588', '10', '49', '43', '808170.0', '2023-02-11 16:50:58', '69', 'INV00588'),
('589', '4', '47', '0', '352500.0', '2023-02-12 03:21:57', '57', 'INV00589'),
('590', '10', '47', '50', '782100.0', '2023-02-13 16:12:38', '10', 'INV00590'),
('591', '9', '18', '9', '247500.0', '2023-02-13 19:05:07', '61', 'INV00591'),
('592', '9', '47', '26', '652500.0', '2023-02-14 02:33:31', '8', 'INV00592'),
('593', '5', '44', '1', '629510.0', '2023-02-14 21:44:29', '89', 'INV00593'),
('594', '10', '30', '15', '485850.0', '2023-02-15 07:46:02', '72', 'INV00594'),
('595', '1', '32', '10', '1539000.0', '2023-02-15 15:09:05', '91', 'INV00595'),
('596', '10', '9', '7', '147730.0', '2023-02-17 19:50:33', '10', 'INV00596'),
('597', '5', '45', '10', '654500.0', '2023-02-18 22:17:00', '83', 'INV00597'),
('598', '1', '11', '28', '575700.0', '2023-02-20 00:21:08', '84', 'INV00598'),
('599', '9', '30', '48', '495000.0', '2023-02-23 07:44:16', '18', 'INV00599'),
('600', '6', '11', '21', '266000.0', '2023-02-23 13:45:28', '10', 'INV00600'),
('601', '9', '10', '28', '195000.0', '2023-02-23 21:49:10', '54', 'INV00601'),
('602', '9', '22', '0', '275000.0', '2023-02-25 17:56:20', '8', 'INV00602'),
('603', '4', '22', '42', '228000.0', '2023-02-27 00:41:22', '87', 'INV00603'),
('604', '3', '14', '37', '975000.0', '2023-02-27 09:43:34', '57', 'INV00604'),
('605', '2', '44', '35', '3752500.0', '2023-02-27 17:20:20', '33', 'INV00605'),
('606', '6', '34', '34', '714000.0', '2023-03-01 07:44:35', '70', 'INV00606'),
('607', '3', '35', '22', '1380000.0', '2023-03-01 08:51:15', '84', 'INV00607'),
('608', '8', '30', '35', '722650.0', '2023-03-01 12:12:19', '1', 'INV00608'),
('609', '3', '12', '14', '570000.0', '2023-03-01 23:48:38', '5', 'INV00609'),
('610', '6', '14', '39', '381500.0', '2023-03-08 13:47:22', '8', 'INV00610'),
('611', '3', '4', '13', '315000.0', '2023-03-08 14:09:06', '99', 'INV00611'),
('612', '2', '38', '19', '3152100.0', '2023-03-09 02:25:29', '54', 'INV00612'),
('613', '7', '48', '5', '1552000.0', '2023-03-09 04:49:27', '93', 'INV00613'),
('614', '10', '26', '47', '447930.0', '2023-03-09 19:07:22', '76', 'INV00614'),
('615', '7', '48', '36', '1651200.0', '2023-03-13 08:22:45', '25', 'INV00615'),
('616', '7', '30', '12', '998400.0', '2023-03-13 17:02:43', '32', 'INV00616'),
('617', '2', '7', '35', '829500.0', '2023-03-14 04:02:02', '26', 'INV00617'),
('618', '3', '43', '14', '1500000.0', '2023-03-15 13:07:41', '17', 'INV00618'),
('619', '3', '21', '37', '1185000.0', '2023-03-17 14:48:37', '16', 'INV00619'),
('620', '5', '11', '23', '184450.0', '2023-03-21 02:29:51', '72', 'INV00620'),
('621', '7', '32', '9', '1052800.0', '2023-03-24 14:40:50', '96', 'INV00621'),
('622', '7', '42', '20', '1408000.0', '2023-03-25 10:51:35', '40', 'INV00622'),
('623', '1', '18', '26', '904400.0', '2023-03-25 12:55:25', '37', 'INV00623'),
('624', '8', '20', '13', '466370.0', '2023-03-26 02:26:15', '55', 'INV00624'),
('625', '10', '14', '24', '240160.0', '2023-03-26 18:23:33', '98', 'INV00625'),
('626', '6', '47', '33', '938000.0', '2023-04-01 16:06:08', '45', 'INV00626'),
('627', '7', '50', '31', '1699200.0', '2023-04-03 01:34:41', '73', 'INV00627'),
('628', '10', '28', '3', '444770.0', '2023-04-03 04:39:42', '47', 'INV00628'),
